epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,481.639,0.78048,0.55058,0.8757,0.85477,0.76136,0.80935,0.52362,1.18959,0.77817,1.08333,8.3821e-05,8.3821e-05,8.3821e-05
92,486.065,0.78514,0.54095,0.87497,0.8275,0.77383,0.80759,0.52529,1.20641,0.78184,1.09502,7.62079e-05,7.62079e-05,7.62079e-05
93,490.448,0.76421,0.53199,0.87018,0.82711,0.77911,0.80704,0.52474,1.2071,0.78045,1.0984,6.85948e-05,6.85948e-05,6.85948e-05
94,494.802,0.76362,0.53689,0.87027,0.84036,0.78209,0.80974,0.52487,1.19356,0.78065,1.09003,6.09817e-05,6.09817e-05,6.09817e-05
95,499.264,0.76311,0.53518,0.87225,0.84174,0.78247,0.81118,0.52759,1.19473,0.77959,1.0935,5.33686e-05,5.33686e-05,5.33686e-05
96,503.747,0.75636,0.52544,0.87292,0.81986,0.79672,0.81134,0.53019,1.20189,0.78171,1.0996,4.57555e-05,4.57555e-05,4.57555e-05
97,508.216,0.74869,0.51844,0.86672,0.81899,0.79423,0.81081,0.53112,1.18672,0.77173,1.08673,3.81424e-05,3.81424e-05,3.81424e-05
98,512.642,0.76119,0.53089,0.86711,0.8103,0.79801,0.80913,0.5252,1.19205,0.77096,1.08588,3.05293e-05,3.05293e-05,3.05293e-05
99,517.22,0.74298,0.51902,0.86804,0.80768,0.79342,0.81182,0.53025,1.19546,0.77206,1.09258,2.29162e-05,2.29162e-05,2.29162e-05
100,521.747,0.74612,0.51834,0.86912,0.90491,0.74235,0.81221,0.53031,1.19367,0.77189,1.09039,1.53031e-05,1.53031e-05,1.53031e-05
