Dataset,mAP50,mAP50-95,Precision,Recall,Fitness,Preprocess_ms,Inference_ms,Postprocess_ms
combined,0.8324408985546591,0.5210092329045547,0.8496243184382064,0.8240895141443949,0.5210092329045547,3.5172720000264235,19.465480000071693,1.9332519998715725
