epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,758.717,0.86846,0.57013,0.91174,0.86942,0.7959,0.84067,0.55813,1.1974,0.77383,1.06537,0.000281762,0.000281762,0.000281762
66,774.845,0.85584,0.5662,0.91146,0.82936,0.8029,0.83997,0.52752,1.24783,0.78782,1.0894,0.000274148,0.000274148,0.000274148
67,790.92,0.89047,0.57788,0.9158,0.86779,0.78823,0.83975,0.53359,1.238,0.78054,1.09188,0.000266535,0.000266535,0.000266535
68,807.207,0.87049,0.5621,0.90915,0.90055,0.7669,0.84098,0.54889,1.23167,0.80251,1.09034,0.000258922,0.000258922,0.000258922
69,823.4,0.87628,0.56534,0.90912,0.82881,0.8139,0.83819,0.55187,1.26241,0.8113,1.12144,0.000251309,0.000251309,0.000251309
70,840.293,0.89085,0.57435,0.91751,0.87631,0.81141,0.84554,0.55367,1.22119,0.77645,1.09681,0.000243696,0.000243696,0.000243696
71,856.843,0.85328,0.55082,0.90455,0.85173,0.8098,0.84403,0.55469,1.19126,0.767,1.06983,0.000236083,0.000236083,0.000236083
72,873.106,0.85385,0.55245,0.90724,0.84863,0.77953,0.83144,0.55668,1.22155,0.79926,1.09018,0.00022847,0.00022847,0.00022847
73,889.684,0.83249,0.54527,0.90344,0.86446,0.80213,0.83719,0.56691,1.18864,0.78074,1.07745,0.000220857,0.000220857,0.000220857
74,905.984,0.85325,0.55279,0.90846,0.85429,0.80613,0.83544,0.55468,1.20173,0.79736,1.0922,0.000213244,0.000213244,0.000213244
75,922.454,0.83049,0.54772,0.90232,0.86918,0.80942,0.84677,0.56147,1.20119,0.77946,1.08371,0.000205631,0.000205631,0.000205631
76,937.995,0.84194,0.54641,0.89938,0.84241,0.79409,0.83746,0.56312,1.19814,0.76298,1.07618,0.000198018,0.000198018,0.000198018
77,954.182,0.82381,0.53175,0.8983,0.84799,0.78674,0.83094,0.55314,1.20029,0.75363,1.07911,0.000190404,0.000190404,0.000190404
78,970.333,0.82823,0.53945,0.89884,0.89855,0.79279,0.84042,0.56544,1.20801,0.75382,1.08677,0.000182791,0.000182791,0.000182791
79,986.341,0.83469,0.53771,0.90037,0.88431,0.79169,0.84347,0.56679,1.21808,0.76113,1.09939,0.000175178,0.000175178,0.000175178
80,1002.38,0.82544,0.53421,0.90662,0.86542,0.78475,0.83371,0.56165,1.19385,0.76912,1.08184,0.000167565,0.000167565,0.000167565
81,1018.35,0.82984,0.54004,0.90281,0.8666,0.79018,0.83614,0.55273,1.20483,0.76418,1.07856,0.000159952,0.000159952,0.000159952
82,1034.23,0.81641,0.52691,0.89654,0.86716,0.80167,0.84386,0.56131,1.20827,0.7994,1.08387,0.000152339,0.000152339,0.000152339
83,1050.43,0.82377,0.53531,0.89881,0.86185,0.8152,0.84257,0.56196,1.18932,0.76025,1.07875,0.000144726,0.000144726,0.000144726
84,1066.48,0.81509,0.52232,0.89476,0.84061,0.80125,0.83408,0.55312,1.20987,0.75967,1.09119,0.000137113,0.000137113,0.000137113
85,1083.11,0.8134,0.52852,0.89609,0.84388,0.79933,0.83759,0.55966,1.20448,0.76928,1.08777,0.0001295,0.0001295,0.0001295
86,1099.89,0.78757,0.51321,0.89301,0.83621,0.81679,0.83727,0.55754,1.20188,0.76361,1.08691,0.000121887,0.000121887,0.000121887
87,1116.48,0.79131,0.51881,0.89252,0.8466,0.81372,0.8411,0.56336,1.18419,0.75468,1.06984,0.000114273,0.000114273,0.000114273
88,1134.09,0.80245,0.52282,0.89561,0.854,0.80568,0.83903,0.56344,1.17844,0.74922,1.07152,0.00010666,0.00010666,0.00010666
89,1150.13,0.79933,0.52566,0.89203,0.84527,0.81402,0.83955,0.56144,1.20185,0.76459,1.09463,9.90472e-05,9.90472e-05,9.90472e-05
90,1166.42,0.80884,0.5273,0.89567,0.85845,0.81421,0.84399,0.56072,1.19804,0.76208,1.07874,9.14341e-05,9.14341e-05,9.14341e-05
91,1181.36,0.69644,0.45652,0.85292,0.86992,0.80545,0.84758,0.55895,1.18744,0.76764,1.07122,8.3821e-05,8.3821e-05,8.3821e-05
92,1196.62,0.69224,0.44717,0.85641,0.86086,0.81019,0.84011,0.55338,1.18016,0.76347,1.07303,7.62079e-05,7.62079e-05,7.62079e-05
93,1211.81,0.68446,0.44251,0.85482,0.85476,0.80662,0.83627,0.55611,1.19032,0.75998,1.0775,6.85948e-05,6.85948e-05,6.85948e-05
94,1227.07,0.66443,0.43477,0.84522,0.87986,0.80728,0.84197,0.55562,1.19498,0.77044,1.08204,6.09817e-05,6.09817e-05,6.09817e-05
95,1242.39,0.6779,0.44156,0.85388,0.86767,0.81294,0.83925,0.55861,1.19174,0.7642,1.07895,5.33686e-05,5.33686e-05,5.33686e-05
96,1257.58,0.67078,0.43928,0.85154,0.86527,0.81647,0.84693,0.56254,1.18552,0.76913,1.07547,4.57555e-05,4.57555e-05,4.57555e-05
97,1273.09,0.66705,0.43648,0.84725,0.87569,0.8146,0.84719,0.56616,1.19247,0.75738,1.08322,3.81424e-05,3.81424e-05,3.81424e-05
98,1287.76,0.65533,0.43177,0.84497,0.88713,0.7975,0.8459,0.56243,1.19412,0.76321,1.08616,3.05293e-05,3.05293e-05,3.05293e-05
99,1302.91,0.6525,0.42851,0.84255,0.86292,0.81308,0.84357,0.56303,1.19658,0.76058,1.08558,2.29162e-05,2.29162e-05,2.29162e-05
100,1318.14,0.64848,0.42453,0.84337,0.8924,0.80955,0.84558,0.56428,1.19796,0.76503,1.08683,1.53031e-05,1.53031e-05,1.53031e-05
