epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,550.989,0.88432,0.61021,0.92007,0.82189,0.78943,0.82553,0.532,1.17918,0.76249,1.08088,0.00010666,0.00010666,0.00010666
89,556.821,0.84866,0.60335,0.90624,0.7977,0.80183,0.82605,0.5398,1.17967,0.7656,1.0795,9.90472e-05,9.90472e-05,9.90472e-05
90,562.652,0.876,0.61376,0.91034,0.8379,0.80124,0.83186,0.54547,1.1754,0.76154,1.0728,9.14341e-05,9.14341e-05,9.14341e-05
91,568.177,0.78251,0.55611,0.87973,0.85538,0.80377,0.83323,0.54927,1.18869,0.76365,1.07282,8.3821e-05,8.3821e-05,8.3821e-05
92,573.501,0.77792,0.54628,0.87825,0.80465,0.81744,0.82332,0.54426,1.16938,0.75505,1.06949,7.62079e-05,7.62079e-05,7.62079e-05
93,578.843,0.78626,0.55108,0.8823,0.84568,0.79211,0.81585,0.53803,1.17939,0.76765,1.07603,6.85948e-05,6.85948e-05,6.85948e-05
94,584.088,0.77364,0.54235,0.87565,0.87266,0.78868,0.81539,0.54016,1.17364,0.75862,1.06734,6.09817e-05,6.09817e-05,6.09817e-05
95,589.414,0.77868,0.54275,0.87492,0.87659,0.78378,0.81629,0.53731,1.16144,0.76238,1.06469,5.33686e-05,5.33686e-05,5.33686e-05
96,594.754,0.75995,0.53187,0.87746,0.83084,0.79424,0.81208,0.53259,1.16848,0.78847,1.07358,4.57555e-05,4.57555e-05,4.57555e-05
97,600.045,0.76399,0.53177,0.87066,0.79002,0.8172,0.81469,0.53561,1.16174,0.78173,1.0697,3.81424e-05,3.81424e-05,3.81424e-05
98,605.21,0.74797,0.52931,0.86715,0.82614,0.81608,0.81501,0.53622,1.16982,0.77974,1.07109,3.05293e-05,3.05293e-05,3.05293e-05
99,610.582,0.76067,0.53025,0.87431,0.829,0.80683,0.81383,0.5338,1.16881,0.78033,1.07061,2.29162e-05,2.29162e-05,2.29162e-05
100,615.845,0.74548,0.52563,0.87073,0.81784,0.81984,0.81595,0.53457,1.16829,0.78236,1.07007,1.53031e-05,1.53031e-05,1.53031e-05
